+------------------------------------------+----------------------------------------------------+---------+----------+----------+--------------------------------------------------------------+-----------------------------+-------------------------------------------------------+-----------------------------------------------------------+
| *** WARNING ***                                                                                                                                                                                                                                                                                                                                |
| The block and item IDs are dynamic and will be different on each world!                                                                                                                                                                                                                                                                        |
| DO NOT use them for anything "proper"!! (other than manual editing/fixing of raw world data or something)                                                                                                                                                                                                                                      |
| *** ALSO ***                                                                                                                                                                                                                                                                                                                                   |
| The server doesn't have a list of sub block and sub items                                                                                                                                                                                                                                                                                      |
| (= items with different damage value or blocks with different metadata).                                                                                                                                                                                                                                                                       |
| That is why the block and item list dumps only contain one entry per block/item class (separate ID) when run on a server.                                                                                                                                                                                                                      |
+------------------------------------------+----------------------------------------------------+---------+----------+----------+--------------------------------------------------------------+-----------------------------+-------------------------------------------------------+-----------------------------------------------------------+
| Mod name                                 | Registry name                                      | Item ID | Meta/dmg | Subtypes | Display name                                                 | Tool classes                | Harvest levels                                        | Ore Dict keys                                             |
| Chisel                                   | chisel:andesite                                    |    4323 |        5 |     true | Andesite                                                     |                             |                                                       | stoneAndesite,stoneAndesitePolished                       |
| Chisel                                   | chisel:andesite                                    |    4323 |        6 |     true | Andesite                                                     |                             |                                                       | stoneAndesite,stoneAndesitePolished                       |
| Chisel                                   | chisel:andesite                                    |    4323 |        7 |     true | Andesite                                                     |                             |                                                       | stoneAndesite,stoneAndesitePolished                       |
| Chisel                                   | chisel:andesite                                    |    4323 |        8 |     true | Andesite                                                     |                             |                                                       | stoneAndesite,stoneAndesitePolished                       |
| Chisel                                   | chisel:andesite                                    |    4323 |        9 |     true | Andesite                                                     |                             |                                                       | stoneAndesite,stoneAndesitePolished                       |
| Chisel                                   | chisel:andesite                                    |    4323 |       10 |     true | Andesite                                                     |                             |                                                       | stoneAndesite,stoneAndesitePolished                       |
| Chisel                                   | chisel:andesite                                    |    4323 |       11 |     true | Andesite                                                     |                             |                                                       | stoneAndesite,stoneAndesitePolished                       |
| Chisel                                   | chisel:andesite                                    |    4323 |       12 |     true | Andesite                                                     |                             |                                                       | stoneAndesite,stoneAndesitePolished                       |
| Chisel                                   | chisel:andesite                                    |    4323 |       13 |     true | Andesite                                                     |                             |                                                       | stoneAndesite,stoneAndesitePolished                       |
| Chisel                                   | chisel:andesite                                    |    4323 |       14 |     true | Andesite                                                     |                             |                                                       | stoneAndesite,stoneAndesitePolished                       |
| Chisel                                   | chisel:andesite                                    |    4323 |       15 |     true | Andesite                                                     |                             |                                                       | stoneAndesite,stoneAndesitePolished                       |
| Chisel                                   | chisel:andesite1                                   |    4324 |        0 |     true | Andesite                                                     |                             |                                                       | stoneAndesite,stoneAndesitePolished                       |
| Chisel                                   | chisel:andesite1                                   |    4324 |        1 |     true | Andesite                                                     |                             |                                                       | stoneAndesite,stoneAndesitePolished                       |
| Chisel                                   | chisel:andesite1                                   |    4324 |        2 |     true | Andesite                                                     |                             |                                                       | stoneAndesite,stoneAndesitePolished                       |
| Chisel                                   | chisel:andesite1                                   |    4324 |        3 |     true | Andesite                                                     |                             |                                                       | stoneAndesite,stoneAndesitePolished                       |
| Chisel                                   | chisel:andesite1                                   |    4324 |        4 |     true | Andesite                                                     |                             |                                                       | stoneAndesite,stoneAndesitePolished                       |
| Chisel                                   | chisel:andesite1                                   |    4324 |        5 |     true | Andesite                                                     |                             |                                                       | stoneAndesite,stoneAndesitePolished                       |
| Chisel                                   | chisel:andesite1                                   |    4324 |        6 |     true | Andesite                                                     |                             |                                                       | stoneAndesite,stoneAndesitePolished                       |
| Chisel                                   | chisel:andesite1                                   |    4324 |        7 |     true | Andesite                                                     |                             |                                                       | stoneAndesite,stoneAndesitePolished                       |
| Chisel                                   | chisel:andesite1                                   |    4324 |        8 |     true | Andesite                                                     |                             |                                                       | stoneAndesite,stoneAndesitePolished                       |
| Chisel                                   | chisel:andesite1                                   |    4324 |        9 |     true | Andesite                                                     |                             |                                                       | stoneAndesite,stoneAndesitePolished                       |
| Chisel                                   | chisel:andesite1                                   |    4324 |       10 |     true | Andesite                                                     |                             |                                                       | stoneAndesite,stoneAndesitePolished                       |
| Chisel                                   | chisel:andesite1                                   |    4324 |       11 |     true | Andesite                                                     |                             |                                                       | stoneAndesite,stoneAndesitePolished                       |
| Chisel                                   | chisel:andesite1                                   |    4324 |       12 |     true | Andesite                                                     |                             |                                                       | stoneAndesite,stoneAndesitePolished                       |
| Chisel                                   | chisel:andesite1                                   |    4324 |       13 |     true | Andesite                                                     |                             |                                                       | stoneAndesite,stoneAndesitePolished                       |
| Chisel                                   | chisel:andesite1                                   |    4324 |       14 |     true | Andesite                                                     |                             |                                                       | stoneAndesite,stoneAndesitePolished                       |
| Chisel                                   | chisel:andesite1                                   |    4324 |       15 |     true | Andesite                                                     |                             |                                                       | stoneAndesite,stoneAndesitePolished                       |
| Chisel                                   | chisel:andesite2                                   |    4325 |        0 |     true | Andesite                                                     |                             |                                                       | stoneAndesite,stoneAndesitePolished                       |
| Chisel                                   | chisel:antiblock                                   |    4326 |        0 |     true | Antiblock                                                    |                             |                                                       |                                                           |
| Chisel                                   | chisel:antiblock                                   |    4326 |        1 |     true | Antiblock                                                    |                             |                                                       |                                                           |
| Chisel                                   | chisel:antiblock                                   |    4326 |        2 |     true | Antiblock                                                    |                             |                                                       |                                                           |
| Chisel                                   | chisel:antiblock                                   |    4326 |        3 |     true | Antiblock                                                    |                             |                                                       |                                                           |
| Chisel                                   | chisel:antiblock                                   |    4326 |        4 |     true | Antiblock                                                    |                             |                                                       |                                                           |
| Chisel                                   | chisel:antiblock                                   |    4326 |        5 |     true | Antiblock                                                    |                             |                                                       |                                                           |
| Chisel                                   | chisel:antiblock                                   |    4326 |        6 |     true | Antiblock                                                    |                             |                                                       |                                                           |
| Chisel                                   | chisel:antiblock                                   |    4326 |        7 |     true | Antiblock                                                    |                             |                                                       |                                                           |
| Chisel                                   | chisel:antiblock                                   |    4326 |        8 |     true | Antiblock                                                    |                             |                                                       |                                                           |
| Chisel                                   | chisel:antiblock                                   |    4326 |        9 |     true | Antiblock                                                    |                             |                                                       |                                                           |
| Chisel                                   | chisel:antiblock                                   |    4326 |       10 |     true | Antiblock                                                    |                             |                                                       |                                                           |
| Chisel                                   | chisel:antiblock                                   |    4326 |       11 |     true | Antiblock                                                    |                             |                                                       |                                                           |
| Chisel                                   | chisel:antiblock                                   |    4326 |       12 |     true | Antiblock                                                    |                             |                                                       |                                                           |
| Chisel                                   | chisel:antiblock                                   |    4326 |       13 |     true | Antiblock                                                    |                             |                                                       |                                                           |
| Chisel                                   | chisel:antiblock                                   |    4326 |       14 |     true | Antiblock                                                    |                             |                                                       |                                                           |
| Chisel                                   | chisel:antiblock                                   |    4326 |       15 |     true | Antiblock                                                    |                             |                                                       |                                                           |
| Chisel                                   | chisel:auto_chisel                                 |    4781 |        0 |    false | Auto Chisel                                                  |                             |                                                       |                                                           |
| Chisel                                   | chisel:basalt                                      |    4327 |        0 |     true | Basalt                                                       |                             |                                                       | stoneBasalt,stoneBasaltPolished                           |
| Chisel                                   | chisel:basalt                                      |    4327 |        1 |     true | Basalt                                                       |                             |                                                       | stoneBasalt,stoneBasaltPolished                           |
| Chisel                                   | chisel:basalt                                      |    4327 |        2 |     true | Basalt                                                       |                             |                                                       | stoneBasalt,stoneBasaltPolished                           |
| Chisel                                   | chisel:basalt                                      |    4327 |        3 |     true | Basalt                                                       |                             |                                                       | stoneBasalt,stoneBasaltPolished                           |
| Chisel                                   | chisel:basalt                                      |    4327 |        4 |     true | Basalt                                                       |                             |                                                       | stoneBasalt,stoneBasaltPolished                           |
| Chisel                                   | chisel:basalt                                      |    4327 |        5 |     true | Basalt                                                       |                             |                                                       | stoneBasalt,stoneBasaltPolished                           |
| Chisel                                   | chisel:basalt                                      |    4327 |        6 |     true | Basalt                                                       |                             |                                                       | stoneBasalt,stoneBasaltPolished                           |
| Chisel                                   | chisel:basalt                                      |    4327 |        7 |     true | Basalt                                                       |                             |                                                       | stoneBasalt,stoneBasaltPolished                           |
| Chisel                                   | chisel:basalt                                      |    4327 |        8 |     true | Basalt                                                       |                             |                                                       | stoneBasalt,stoneBasaltPolished                           |
| Chisel                                   | chisel:basalt                                      |    4327 |        9 |     true | Basalt                                                       |                             |                                                       | stoneBasalt,stoneBasaltPolished                           |
| Chisel                                   | chisel:basalt                                      |    4327 |       10 |     true | Basalt                                                       |                             |                                                       | stoneBasalt,stoneBasaltPolished                           |
| Chisel                                   | chisel:basalt                                      |    4327 |       11 |     true | Basalt                                                       |                             |                                                       | stoneBasalt,stoneBasaltPolished                           |
| Chisel                                   | chisel:basalt                                      |    4327 |       12 |     true | Basalt                                                       |                             |                                                       | stoneBasalt,stoneBasaltPolished                           |
| Chisel                                   | chisel:basalt                                      |    4327 |       13 |     true | Basalt                                                       |                             |                                                       | stoneBasalt,stoneBasaltPolished                           |
| Chisel                                   | chisel:basalt                                      |    4327 |       14 |     true | Basalt                                                       |                             |                                                       | stoneBasalt,stoneBasaltPolished                           |
| Chisel                                   | chisel:basalt                                      |    4327 |       15 |     true | Basalt                                                       |                             |                                                       | stoneBasalt,stoneBasaltPolished                           |
| Chisel                                   | chisel:basalt1                                     |    4328 |        0 |     true | Basalt                                                       |                             |                                                       | stoneBasalt,stoneBasaltPolished                           |
| Chisel                                   | chisel:basalt1                                     |    4328 |        1 |     true | Basalt                                                       |                             |                                                       | stoneBasalt,stoneBasaltPolished                           |
| Chisel                                   | chisel:basalt1                                     |    4328 |        2 |     true | Basalt                                                       |                             |                                                       | stoneBasalt,stoneBasaltPolished                           |
| Chisel                                   | chisel:basalt1                                     |    4328 |        3 |     true | Basalt                                                       |                             |                                                       | stoneBasalt,stoneBasaltPolished                           |
| Chisel                                   | chisel:basalt1                                     |    4328 |        4 |     true | Basalt                                                       |                             |                                                       | stoneBasalt,stoneBasaltPolished                           |
| Chisel                                   | chisel:basalt1                                     |    4328 |        5 |     true | Basalt                                                       |                             |                                                       | stoneBasalt,stoneBasaltPolished                           |
| Chisel                                   | chisel:basalt1                                     |    4328 |        6 |     true | Basalt                                                       |                             |                                                       | stoneBasalt,stoneBasaltPolished                           |
| Chisel                                   | chisel:basalt1                                     |    4328 |        7 |     true | Basalt                                                       |                             |                                                       | stoneBasalt,stoneBasaltPolished                           |
| Chisel                                   | chisel:basalt1                                     |    4328 |        8 |     true | Basalt                                                       |                             |                                                       | stoneBasalt,stoneBasaltPolished                           |
| Chisel                                   | chisel:basalt1                                     |    4328 |        9 |     true | Basalt                                                       |                             |                                                       | stoneBasalt,stoneBasaltPolished                           |
| Chisel                                   | chisel:basalt2                                     |    4329 |        0 |     true | Basalt                                                       |                             |                                                       | stoneBasalt,stoneBasaltPolished                           |
| Chisel                                   | chisel:basalt2                                     |    4329 |        1 |     true | Basalt                                                       |                             |                                                       | stoneBasalt,stoneBasaltPolished                           |
| Chisel                                   | chisel:basalt2                                     |    4329 |        2 |     true | Basalt                                                       |                             |                                                       | stoneBasalt,stoneBasaltPolished                           |
| Chisel                                   | chisel:basalt2                                     |    4329 |        3 |     true | Basalt                                                       |                             |                                                       | stoneBasalt,stoneBasaltPolished                           |
| Chisel                                   | chisel:basalt2                                     |    4329 |        4 |     true | Basalt                                                       |                             |                                                       | stoneBasalt,stoneBasaltPolished                           |
| Chisel                                   | chisel:basalt2                                     |    4329 |        5 |     true | Basalt                                                       |                             |                                                       | stoneBasalt,stoneBasaltPolished                           |
| Chisel                                   | chisel:basalt2                                     |    4329 |        6 |     true | Basalt                                                       |                             |                                                       | stoneBasalt,stoneBasaltPolished                           |
| Chisel                                   | chisel:basalt2                                     |    4329 |        7 |     true | Basalt                                                       |                             |                                                       | stoneBasalt,stoneBasaltPolished                           |
| Chisel                                   | chisel:block_charcoal                              |    4357 |        0 |     true | Block of Charcoal                                            |                             |                                                       | blockCharcoal                                             |
| Chisel                                   | chisel:block_charcoal                              |    4357 |        1 |     true | Block of Charcoal                                            |                             |                                                       | blockCharcoal                                             |
| Chisel                                   | chisel:block_charcoal                              |    4357 |        2 |     true | Block of Charcoal                                            |                             |                                                       | blockCharcoal                                             |
| Chisel                                   | chisel:block_charcoal                              |    4357 |        3 |     true | Block of Charcoal                                            |                             |                                                       | blockCharcoal                                             |
| Chisel                                   | chisel:block_charcoal                              |    4357 |        4 |     true | Block of Charcoal                                            |                             |                                                       | blockCharcoal                                             |
| Chisel                                   | chisel:block_charcoal                              |    4357 |        5 |     true | Block of Charcoal                                            |                             |                                                       | blockCharcoal                                             |
| Chisel                                   | chisel:block_charcoal                              |    4357 |        6 |     true | Block of Charcoal                                            |                             |                                                       | blockCharcoal                                             |
| Chisel                                   | chisel:block_charcoal                              |    4357 |        7 |     true | Block of Charcoal                                            |                             |                                                       | blockCharcoal                                             |
| Chisel                                   | chisel:block_charcoal                              |    4357 |        8 |     true | Block of Charcoal                                            |                             |                                                       | blockCharcoal                                             |
| Chisel                                   | chisel:block_charcoal                              |    4357 |        9 |     true | Block of Charcoal                                            |                             |                                                       | blockCharcoal                                             |
| Chisel                                   | chisel:block_charcoal                              |    4357 |       10 |     true | Block of Charcoal                                            |                             |                                                       | blockCharcoal                                             |
| Chisel                                   | chisel:block_charcoal                              |    4357 |       11 |     true | Block of Charcoal                                            |                             |                                                       | blockCharcoal                                             |
| Chisel                                   | chisel:block_charcoal                              |    4357 |       12 |     true | Block of Charcoal                                            |                             |                                                       | blockCharcoal                                             |
| Chisel                                   | chisel:block_charcoal                              |    4357 |       13 |     true | Block of Charcoal                                            |                             |                                                       | blockCharcoal                                             |
| Chisel                                   | chisel:block_charcoal                              |    4357 |       14 |     true | Block of Charcoal                                            |                             |                                                       | blockCharcoal                                             |
| Chisel                                   | chisel:block_charcoal                              |    4357 |       15 |     true | Block of Charcoal                                            |                             |                                                       | blockCharcoal                                             |
| Chisel                                   | chisel:block_charcoal1                             |    4358 |        0 |     true | Block of Charcoal                                            |                             |                                                       | blockCharcoal                                             |
| Chisel                                   | chisel:block_charcoal1                             |    4358 |        1 |     true | Block of Charcoal                                            |                             |                                                       | blockCharcoal                                             |
| Chisel                                   | chisel:block_charcoal1                             |    4358 |        2 |     true | Block of Charcoal                                            |                             |                                                       | blockCharcoal                                             |
| Chisel                                   | chisel:block_charcoal1                             |    4358 |        3 |     true | Block of Charcoal                                            |                             |                                                       | blockCharcoal                                             |
| Chisel                                   | chisel:block_charcoal1                             |    4358 |        4 |     true | Block of Charcoal                                            |                             |                                                       | blockCharcoal                                             |
| Chisel                                   | chisel:block_charcoal1                             |    4358 |        5 |     true | Block of Charcoal                                            |                             |                                                       | blockCharcoal                                             |
| Chisel                                   | chisel:block_charcoal1                             |    4358 |        6 |     true | Block of Charcoal                                            |                             |                                                       | blockCharcoal                                             |
| Chisel                                   | chisel:block_charcoal1                             |    4358 |        7 |     true | Block of Charcoal                                            |                             |                                                       | blockCharcoal                                             |
| Chisel                                   | chisel:block_charcoal1                             |    4358 |        8 |     true | Block of Charcoal                                            |                             |                                                       | blockCharcoal                                             |
| Chisel                                   | chisel:block_charcoal1                             |    4358 |        9 |     true | Block of Charcoal                                            |                             |                                                       | blockCharcoal                                             |
| Chisel                                   | chisel:block_charcoal1                             |    4358 |       10 |     true | Block of Charcoal                                            |                             |                                                       | blockCharcoal                                             |
| Chisel                                   | chisel:block_charcoal1                             |    4358 |       11 |     true | Block of Charcoal                                            |                             |                                                       | blockCharcoal                                             |
| Chisel                                   | chisel:block_charcoal1                             |    4358 |       12 |     true | Block of Charcoal                                            |                             |                                                       | blockCharcoal                                             |
| Chisel                                   | chisel:block_charcoal1                             |    4358 |       13 |     true | Block of Charcoal                                            |                             |                                                       | blockCharcoal                                             |
| Chisel                                   | chisel:block_charcoal1                             |    4358 |       14 |     true | Block of Charcoal                                            |                             |                                                       | blockCharcoal                                             |
| Chisel                                   | chisel:block_charcoal1                             |    4358 |       15 |     true | Block of Charcoal                                            |                             |                                                       | blockCharcoal                                             |
| Chisel                                   | chisel:block_charcoal2                             |    4359 |        0 |     true | Block of Charcoal                                            |                             |                                                       | blockCharcoal                                             |
| Chisel                                   | chisel:block_charcoal2                             |    4359 |        1 |     true | Block of Charcoal                                            |                             |                                                       | blockCharcoal                                             |
| Chisel                                   | chisel:block_coal                                  |    4365 |        0 |     true | Block of Coal                                                |                             |                                                       | blockCoal                                                 |
| Chisel                                   | chisel:block_coal                                  |    4365 |        1 |     true | Block of Coal                                                |                             |                                                       | blockCoal                                                 |
| Chisel                                   | chisel:block_coal                                  |    4365 |        2 |     true | Block of Coal                                                |                             |                                                       | blockCoal                                                 |
| Chisel                                   | chisel:block_coal                                  |    4365 |        3 |     true | Block of Coal                                                |                             |                                                       | blockCoal                                                 |
| Chisel                                   | chisel:block_coal                                  |    4365 |        4 |     true | Block of Coal                                                |                             |                                                       | blockCoal                                                 |
| Chisel                                   | chisel:block_coal                                  |    4365 |        5 |     true | Block of Coal                                                |                             |                                                       | blockCoal                                                 |
| Chisel                                   | chisel:block_coal                                  |    4365 |        6 |     true | Block of Coal                                                |                             |                                                       | blockCoal                                                 |
| Chisel                                   | chisel:block_coal                                  |    4365 |        7 |     true | Block of Coal                                                |                             |                                                       | blockCoal                                                 |
| Chisel                                   | chisel:block_coal                                  |    4365 |        8 |     true | Block of Coal                                                |                             |                                                       | blockCoal                                                 |
| Chisel                                   | chisel:block_coal                                  |    4365 |        9 |     true | Block of Coal                                                |                             |                                                       | blockCoal                                                 |
| Chisel                                   | chisel:block_coal                                  |    4365 |       10 |     true | Block of Coal                                                |                             |                                                       | blockCoal                                                 |
| Chisel                                   | chisel:block_coal                                  |    4365 |       11 |     true | Block of Coal                                                |                             |                                                       | blockCoal                                                 |
| Chisel                                   | chisel:block_coal                                  |    4365 |       12 |     true | Block of Coal                                                |                             |                                                       | blockCoal                                                 |
| Chisel                                   | chisel:block_coal                                  |    4365 |       13 |     true | Block of Coal                                                |                             |                                                       | blockCoal                                                 |
| Chisel                                   | chisel:block_coal                                  |    4365 |       14 |     true | Block of Coal                                                |                             |                                                       | blockCoal                                                 |
| Chisel                                   | chisel:block_coal                                  |    4365 |       15 |     true | Block of Coal                                                |                             |                                                       | blockCoal                                                 |
| Chisel                                   | chisel:block_coal1                                 |    4366 |        0 |     true | Block of Coal                                                |                             |                                                       | blockCoal                                                 |
| Chisel                                   | chisel:block_coal1                                 |    4366 |        1 |     true | Block of Coal                                                |                             |                                                       | blockCoal                                                 |
| Chisel                                   | chisel:block_coal1                                 |    4366 |        2 |     true | Block of Coal                                                |                             |                                                       | blockCoal                                                 |
| Chisel                                   | chisel:block_coal1                                 |    4366 |        3 |     true | Block of Coal                                                |                             |                                                       | blockCoal                                                 |
